,token,oc_list
7623,nica,"[(99, 2)]"
7624,povos,"[(99, 2)]"
7625,indi,"[(99, 1)]"
7626,genas,"[(99, 1)]"
7627,seguranc,"[(99, 2)]"
7628,penso,"[(99, 6)]"
7629,impassi,"[(99, 1)]"
7630,engajo,"[(99, 1)]"
7631,mobilizo,"[(99, 1)]"
7632,ale,"[(99, 2)]"
7633,fami,"[(99, 1)]"
7634,lia,"[(99, 1)]"
7635,concerne,"[(99, 2)]"
7636,habitante,"[(99, 1)]"
7637,chocada,"[(99, 1)]"
7638,fraca,"[(99, 2)]"
7639,reac,"[(99, 1)]"
7640,ses,"[(99, 5)]"
7641,europeus,"[(99, 3)]"
7642,obrigatoriamente,"[(99, 1)]"
7643,desconstruc,"[(99, 1)]"
7644,respeita,"[(99, 1)]"
7645,delac,"[(99, 1)]"
7646,inco,"[(99, 2)]"
7647,le,"[(99, 4)]"
7648,sbica,"[(99, 1)]"
7649,ni,"[(99, 5)]"
7650,instaure,"[(99, 1)]"
7651,preservar,"[(99, 1)]"
7652,escravagista,"[(99, 1)]"
7653,analogias,"[(99, 1)]"
7654,pregavam,"[(99, 1)]"
7655,espe,"[(99, 2)]"
7656,cie,"[(99, 2)]"
7657,indiferenc,"[(99, 1)]"
7658,privilegiados,"[(99, 1), (122, 1), (129, 1)]"
7659,conscientes,"[(99, 1)]"
7660,ataram,"[(99, 1)]"
7661,explorados,"[(99, 1)]"
7662,dominados,"[(99, 1)]"
7663,conscie,"[(99, 2)]"
7664,espantalho,"[(99, 2)]"
7665,quantidade,"[(99, 1), (117, 1), (138, 1), (139, 2)]"
7666,amedrontar,"[(99, 1)]"
7667,radicalismo,"[(99, 1)]"
7668,calem,"[(99, 1)]"
7669,considerem,"[(99, 1)]"
7670,botar,"[(99, 1), (118, 1), (137, 2)]"
7671,insuporta,"[(99, 1)]"
7672,dominadas,"[(99, 1)]"
7673,desprovidas,"[(99, 1)]"
7674,nia,"[(99, 1)]"
7675,pulma,"[(99, 1)]"
7676,desmatamento,"[(99, 1)]"
7677,prejudicial,"[(99, 2)]"
7678,manifestac,"[(99, 2)]"
7679,extraordina,"[(99, 1)]"
7680,rias,"[(99, 2)]"
7681,ligac,"[(99, 1)]"
7682,migrantes,"[(99, 4)]"
7683,privile,"[(99, 1)]"
7684,gios,"[(99, 1)]"
7685,franceses,"[(99, 4)]"
7686,aguentam,"[(99, 1)]"
7687,situac,"[(99, 1)]"
7688,insiste,"[(99, 1)]"
7689,visar,"[(99, 1)]"
7690,pote,"[(99, 3)]"
7691,ncias,"[(99, 3)]"
7692,putin,"[(99, 1)]"
7693,dirigem,"[(99, 1)]"
7694,nac,"[(99, 2)]"
7695,impo,"[(99, 1)]"
7696,ideologia,"[(99, 1), (109, 1), (133, 1)]"
7697,adiro,"[(99, 1)]"
7698,migrato,"[(99, 2)]"
7699,hollande,"[(99, 5)]"
7700,macron,"[(99, 9)]"
7701,escandalosa,"[(99, 1)]"
7702,apresentem,"[(99, 1)]"
7703,deixam,"[(99, 1)]"
7704,guerras,"[(99, 1)]"
7705,economicamente,"[(99, 2), (137, 1)]"
7706,obrigam,"[(99, 1)]"
7707,expulsam,"[(99, 1)]"
7708,populac,"[(99, 2)]"
7709,migrac,"[(99, 2)]"
7710,espanho,"[(99, 1)]"
7711,portugueses,"[(99, 1)]"
7712,etc,"[(99, 1)]"
7713,maltrata,"[(99, 1)]"
7714,arame,"[(99, 1)]"
7715,farpado,"[(99, 1)]"
7716,crianc,"[(99, 1)]"
7717,acordadas,"[(99, 1)]"
7718,perseguidas,"[(99, 1)]"
7719,horri,"[(99, 1)]"
7720,fronteiras,"[(99, 1)]"
7721,bios,"[(99, 1)]"
7722,socorrem,"[(99, 1)]"
7723,conduziu,"[(99, 1)]"
7724,liberal,"[(99, 2), (141, 2)]"
7725,pretensa,"[(99, 1)]"
7726,francamente,"[(99, 1)]"
7727,particular,"[(99, 1)]"
7728,perguntarmos,"[(99, 1)]"
7729,preocupa,"[(99, 1), (111, 1)]"
7730,ma,"[(99, 2), (117, 1)]"
7731,continuem,"[(99, 1)]"
7732,lutar,"[(99, 1)]"
7733,piores,"[(99, 1)]"
7734,instauradas,"[(99, 1)]"
7735,grac,"[(99, 1)]"
7736,conseguiremos,"[(99, 1)]"
7737,vividamente,"[(99, 1)]"
7738,ximas,"[(99, 1)]"
7739,val-de,"[(99, 1)]"
7740,marne,"[(99, 1)]"
7741,sau,"[(99, 2)]"
7742,simbo,"[(99, 1)]"
7743,lico,"[(99, 1)]"
7744,homenagear,"[(99, 1)]"
7745,conhecemos,"[(99, 1)]"
7746,atiradores,"[(99, 1)]"
7747,parecem,"[(99, 1), (133, 1)]"
7748,ci,"[(99, 1)]"
7749,rculo,"[(99, 1)]"
7750,dote-se,"[(99, 1)]"
7751,corajosa,"[(99, 1)]"
7752,envolvido,"[(99, 1)]"
7753,esca,"[(99, 2)]"
7754,ndalos,"[(99, 1)]"
7755,justic,"[(99, 2)]"
7756,tentei,"[(99, 1)]"
7757,contribuir,"[(99, 1)]"
7758,difusa,"[(99, 1)]"
7759,informac,"[(99, 1)]"
7760,participei,"[(99, 1)]"
7761,cobriu,"[(99, 1)]"
7762,mi,"[(99, 3)]"
7763,vei,"[(99, 1)]"
7764,culos,"[(99, 1)]"
7765,financeiros,"[(99, 1)]"
7766,ximos,"[(99, 2)]"
7767,latifundia,"[(99, 1)]"
7768,rios,"[(99, 1)]"
7769,amarrada,"[(99, 1)]"
7770,comec,"[(99, 1)]"
7771,falava-se,"[(99, 1)]"
7772,retransmitindo,"[(99, 1)]"
7773,precisou-se,"[(99, 1)]"
7774,falasse,"[(99, 1), (128, 1)]"
7775,dissesse,"[(99, 1)]"
7776,pareceria,"[(99, 1)]"
7777,ndalo,"[(99, 1)]"
7778,humanite,"[(99, 2)]"
7779,imediato,"[(99, 1), (124, 1)]"
7780,monde,"[(99, 1)]"
7781,encarreguei,"[(99, 1)]"
7782,sensibilidades,"[(99, 1)]"
7783,mobilizar,"[(99, 1), (137, 1)]"
7784,propo,"[(99, 1)]"
7785,sito,"[(99, 1)]"
7786,considerei,"[(99, 1)]"
7787,negac,"[(99, 1)]"
7788,decepcionada,"[(99, 1)]"
7789,emmanuel,"[(99, 2)]"
7790,cacife,"[(99, 1)]"
7791,preocupac,"[(99, 2)]"
7792,concepc,"[(99, 1)]"
7793,valls,"[(99, 1)]"
7794,votadas,"[(99, 1)]"
7795,urge,"[(99, 1)]"
7796,continuamos,"[(99, 1)]"
7797,preocupar,"[(99, 1)]"
7798,expressa,"[(99, 1), (120, 1)]"
7799,descontentamento,"[(99, 2)]"
7800,permitiram,"[(99, 2)]"
7801,luz,"[(99, 1), (118, 2)]"
7802,saco,"[(99, 1)]"
7803,dizemos,"[(99, 1)]"
7804,ini,"[(99, 1)]"
7805,cio,"[(99, 1)]"
7806,fo,"[(99, 1)]"
7807,rmula,"[(99, 1)]"
7808,reivindicac,"[(99, 1)]"
7809,modestas,"[(99, 1)]"
7810,poupa,"[(99, 1)]"
7811,fortunas,"[(99, 2)]"
7812,suprimiu,"[(99, 1)]"
7813,imposto,"[(99, 1), (107, 1)]"
7814,restric,"[(99, 1)]"
7815,orc,"[(99, 1)]"
7816,amenta,"[(99, 1)]"
7817,servic,"[(99, 1)]"
7818,pu,"[(99, 2)]"
7819,blico,"[(99, 1)]"
7820,comissa,"[(99, 1)]"
7821,posso,"[(99, 1), (123, 1)]"
7822,blica,"[(99, 1)]"
7823,et,"[(99, 1)]"
7824,agne,"[(99, 1)]"
7825,buzyn,"[(99, 1)]"
7826,mu,"[(99, 1)]"
7827,ltiplas,"[(99, 1)]"
7828,razo,"[(99, 1)]"
7829,decepcionadas,"[(99, 1)]"
7830,mante,"[(99, 1)]"
7831,socialdemocracia,"[(99, 1)]"
7832,falhou,"[(99, 1), (108, 1)]"
7833,adotando,"[(99, 1)]"
7834,ultraliberal,"[(99, 1)]"
7835,confusa,"[(99, 1), (133, 1)]"
7836,tentamos,"[(99, 2), (126, 1)]"
7837,virgindade,"[(99, 1)]"
7838,salvo,"[(99, 1), (108, 1)]"
7839,mico,"[(99, 2)]"
7840,europeias,"[(99, 1)]"
7841,mobilizadoras,"[(99, 1)]"
7842,abstenham,"[(99, 1)]"
7843,mobiliza,"[(99, 1)]"
7844,forc,"[(99, 2)]"
7845,esperam,"[(99, 1), (109, 1)]"
7846,amargura,"[(99, 1)]"
7847,podera,"[(99, 1)]"
7848,fazerem,"[(99, 1)]"
7849,posic,"[(99, 1)]"
7850,europeu,"[(99, 2)]"
7851,precisa-se,"[(99, 3)]"
7852,vividas,"[(99, 1)]"
7853,passam,"[(99, 1), (118, 2), (137, 1)]"
7854,conseque,"[(99, 1)]"
7855,ocultado,"[(99, 1)]"
7856,imediatismo,"[(99, 1)]"
7857,manchetes,"[(99, 1)]"
7858,chamativas,"[(99, 1)]"
7859,usa-se,"[(99, 1)]"
7860,assentar,"[(99, 1)]"
7861,certas,"[(99, 1), (111, 1)]"
7862,deu-se,"[(99, 1), (120, 1)]"
7863,marine,"[(99, 2)]"
7864,pen,"[(99, 2)]"
7865,esquecendo,"[(99, 1)]"
7866,violac,"[(99, 1)]"
7867,hungria,"[(99, 1)]"
7868,viktor,"[(99, 1)]"
7869,orban,"[(99, 1)]"
7870,atenc,"[(99, 1)]"
7871,compartilharia,"[(99, 1)]"
7872,soluc,"[(99, 1)]"
7873,pedac,"[(99, 1)]"
7874,conseguimos,"[(99, 1)]"
7875,juntar-nos,"[(99, 1)]"
7876,machucada,"[(99, 1)]"
7877,perspectivas,"[(99, 1)]"
7878,cabec,"[(99, 1)]"
7879,sena,"[(99, 1), (117, 1)]"
7880,apertar,"[(99, 1)]"
7881,cintos,"[(99, 1)]"
7882,rico,"[(99, 1), (118, 1)]"
7883,devolver,"[(99, 1), (137, 1)]"
7884,condic,"[(99, 1)]"
7885,unia,"[(99, 1)]"
7886,fragmentados,"[(99, 1)]"
7887,estaremos,"[(99, 1)]"
7888,enfraquecidos,"[(99, 1)]"
7889,imagino,"[(99, 1)]"
7890,provando,"[(99, 1)]"
7891,comemorando,"[(99, 1)]"
7892,tera,"[(99, 1)]"
7893,contrapesos,"[(99, 1)]"
7894,adquiridos,"[(99, 1)]"
7895,fatos,"[(99, 1), (105, 1), (109, 1), (121, 1)]"
7896,adota,"[(99, 1)]"
7897,democra,"[(99, 1)]"
7898,presidir,"[(99, 1)]"
7899,pesquisas,"[(101, 3), (117, 1), (120, 1)]"
7900,queda,"[(101, 2)]"
7901,ipespe,"[(101, 3)]"
7902,sentindo,"[(101, 1)]"
7903,vésperas,"[(101, 1)]"
7904,mônica,"[(101, 1)]"
7905,bergamo,"[(101, 1)]"
7906,envergonhada,"[(101, 1)]"
7907,indignada,"[(101, 1)]"
7908,esperançosas,"[(101, 1)]"
7909,alegres,"[(101, 1)]"
7910,tranquilas,"[(101, 1)]"
7911,entusiasmadas,"[(101, 1)]"
7912,orgulhosas,"[(101, 1)]"
7913,incluído,"[(101, 1)]"
7914,gostaria,"[(101, 1)]"
7915,reproduz,"[(101, 1)]"
7916,proporção,"[(101, 1), (118, 1)]"
7917,otimistas,"[(101, 1)]"
7918,fiel,"[(101, 1)]"
7919,terços,"[(101, 1)]"
7920,desalentados,"[(101, 1)]"
7921,constituem,"[(101, 1)]"
7922,anularam,"[(101, 1)]"
7923,branco,"[(101, 1)]"
7924,abstiveram,"[(101, 1)]"
7925,rentistas,"[(101, 1)]"
7926,encomendada,"[(101, 1)]"
7927,corretora,"[(101, 2)]"
7928,xp,"[(101, 2)]"
7929,cá,"[(101, 1), (118, 1)]"
7930,percentuais,"[(101, 1)]"
7931,véspera,"[(101, 1)]"
7932,atlas,"[(101, 1)]"
7933,rejeitam,"[(101, 1)]"
7934,índices,"[(101, 1)]"
7935,redemocratização,"[(101, 1)]"
7936,desiludidos,"[(101, 1)]"
7937,estimativa,"[(101, 1)]"
7938,calcula,"[(101, 1)]"
7939,reagir,"[(101, 1)]"
7940,fúria,"[(101, 1)]"
7941,despencando,"[(101, 1)]"
7942,ibge,"[(101, 1)]"
7943,correrão,"[(101, 1)]"
7944,incluir,"[(101, 1)]"
7945,malditos,"[(101, 1)]"
7946,indireto,"[(101, 1)]"
7947,itaú,"[(101, 1)]"
7948,plana,"[(101, 1)]"
7949,vélez,"[(101, 1)]"
7950,rodriguez,"[(101, 1)]"
7951,salvos,"[(101, 1)]"
7952,colombiano,"[(101, 1)]"
7953,doido,"[(101, 1)]"
7954,reescrever,"[(101, 1)]"
7955,procurador,"[(102, 1)]"
7956,afrânio,"[(102, 1), (125, 3)]"
7957,jardim,"[(102, 1), (125, 1)]"
7958,juca,"[(102, 1)]"
7959,kfouri,"[(102, 1)]"
7960,thursday,"[(102, 1)]"
7961,legislacão,"[(104, 1)]"
7962,sofrer,"[(104, 1), (118, 1)]"
7963,freixo,"[(104, 1)]"
7964,marcelofreixo,"[(104, 1)]"
7965,recorde,"[(105, 1)]"
7966,jânio,"[(105, 11)]"
7967,bate-pronto,"[(105, 1)]"
7968,internauta,"[(105, 1)]"
7969,cecel,"[(105, 1)]"
7970,peixoto,"[(105, 1)]"
7971,publiquei,"[(105, 1)]"
7972,resumo,"[(105, 1)]"
7973,contagem,"[(105, 1)]"
7974,auto-imolando,"[(105, 1)]"
7975,achando,"[(105, 1)]"
7976,reprisando,"[(105, 1)]"
7977,errática,"[(105, 1)]"
7978,fulminante,"[(105, 1)]"
7979,quadros,"[(105, 2)]"
7980,abrindo,"[(105, 1)]"
7981,desaguou,"[(105, 1)]"
7982,esquece,"[(105, 1)]"
7983,rápido,"[(105, 1)]"
7984,repetir,"[(105, 1)]"
7985,hamilton,"[(105, 1)]"
7986,mourão,"[(105, 3), (107, 2)]"
7987,merval,"[(105, 1)]"
7988,pereira,"[(105, 1)]"
7989,hipotética,"[(105, 1)]"
7990,anarquia,"[(105, 2)]"
7991,autogolpe,"[(105, 2)]"
7992,acrescentou,"[(105, 1)]"
7993,pudesse,"[(105, 1), (119, 1), (120, 2)]"
7994,daquela,"[(105, 1)]"
7995,generalizada,"[(105, 1)]"
7996,imperando,"[(105, 1)]"
7997,desembestado,"[(105, 1)]"
7998,carruagem,"[(105, 1)]"
7999,bolsonarista,"[(105, 1), (110, 1)]"
8000,sombrias,"[(105, 1)]"
8001,comemoram,"[(105, 1)]"
8002,comparações,"[(105, 1)]"
8003,semelhanças,"[(105, 1)]"
8004,enormes,"[(105, 1)]"
8005,diferenças,"[(105, 1)]"
8006,biografias,"[(105, 1)]"
8007,famosos,"[(105, 1)]"
8008,bilhetinhos,"[(105, 1)]"
8009,enviados,"[(105, 1)]"
8010,comunicar,"[(105, 1)]"
8011,che,"[(105, 1)]"
8012,guevara,"[(105, 1)]"
8013,abjeta,"[(105, 1)]"
8014,bobagem,"[(105, 1)]"
8015,precocemente,"[(105, 1)]"
8016,confronto,"[(105, 1)]"
8017,vitoriosa,"[(105, 1)]"
8018,sindical,"[(105, 1)]"
8019,indisciplina,"[(105, 1)]"
8020,figura,"[(105, 2), (107, 1), (122, 1), (133, 1)]"
8021,folclórica,"[(105, 2)]"
8022,exercido,"[(105, 1)]"
8023,português,"[(105, 1)]"
8024,intelectual,"[(105, 1)]"
8025,dicionários,"[(105, 1)]"
8026,tanta,"[(105, 1)]"
8027,atuais,"[(105, 1)]"
8028,injusto,"[(105, 1), (117, 1)]"
8029,velocidade,"[(105, 1)]"
8030,burlescos,"[(105, 1)]"
8031,beligerantes,"[(105, 1)]"
8032,bolsonariana,"[(105, 1)]"
8033,inevitavelmente,"[(105, 1)]"
8034,recordar,"[(105, 1)]"
8035,brevíssima,"[(105, 1)]"
8036,versões,"[(105, 1), (140, 1)]"
8037,controvérsias,"[(105, 1)]"
8038,braços,"[(105, 1), (121, 1)]"
8039,imperador,"[(105, 1)]"
8040,bolsonarismo,"[(105, 1)]"
8041,namorando,"[(105, 1)]"
8042,atribua,"[(105, 1)]"
8043,porre,"[(105, 1)]"
8044,copo,"[(105, 1)]"
8045,bebe,"[(105, 1)]"
8046,viciado,"[(105, 1)]"
8047,quirino,"[(106, 1)]"
8048,estelionato,"[(106, 1)]"
8049,transporte,"[(106, 1), (136, 1), (140, 1)]"
8050,fraudar,"[(106, 1)]"
8051,solicitar,"[(106, 1)]"
8052,realizava,"[(106, 1)]"
8053,façanha,"[(106, 1)]"
8054,utilizava,"[(106, 1)]"
8055,motoristas,"[(106, 2), (140, 1)]"
8056,estelionatários,"[(106, 1)]"
8057,indiciados,"[(106, 1)]"
8058,estando,"[(106, 1)]"
8059,fajuto,"[(106, 1)]"
8060,contava,"[(106, 1), (124, 1), (133, 1)]"
8061,atuando,"[(106, 1)]"
8062,prejuízo,"[(106, 1)]"
8063,contada,"[(106, 1)]"
8064,afiliada,"[(106, 1)]"
8065,record,"[(106, 1)]"
8066,pró-golpe,"[(107, 1)]"
8067,adquirindo,"[(107, 1)]"
8068,contornos,"[(107, 1)]"
8069,aplica,"[(107, 1)]"
8070,ensejaria,"[(107, 1)]"
8071,apócrifo,"[(107, 1)]"
8072,daquilo,"[(107, 1)]"
8073,matavam,"[(107, 1)]"
8074,compatriotas,"[(107, 1)]"
8075,amaral,"[(107, 3)]"
8076,propagandas,"[(107, 1)]"
8077,finalidade,"[(107, 1)]"
8078,contratante,"[(107, 1)]"
8079,gravei,"[(107, 1)]"
8080,hitchcock,"[(107, 1)]"
8081,exagerar,"[(107, 1)]"
8082,comentar,"[(107, 1), (111, 1)]"
8083,gravação,"[(107, 1)]"
8084,repassada,"[(107, 1)]"
8085,jogou,"[(107, 1)]"
8086,batata,"[(107, 1)]"
8087,alegou,"[(107, 1)]"
8088,discute,"[(107, 1)]"
8089,saberemos,"[(107, 1)]"
8090,contratou,"[(107, 1)]"
8091,grana,"[(107, 1)]"
8092,apologético,"[(107, 1)]"
8093,jogando,"[(107, 1)]"
8094,cair,"[(107, 1)]"
8095,comemorativo,"[(107, 1)]"
8096,dw,"[(107, 1)]"
8097,dw_brasil,"[(107, 1)]"
8098,comentaristas,"[(108, 6)]"
8099,globonews,"[(108, 3)]"
8100,demonstram,"[(108, 1)]"
8101,cobrem,"[(108, 1)]"
8102,costuma,"[(108, 1)]"
8103,duro,"[(108, 2), (137, 1)]"
8104,irônico,"[(108, 1)]"
8105,google,"[(108, 1)]"
8106,popularizada,"[(108, 1)]"
8107,revela,"[(108, 1), (111, 1)]"
8108,significado,"[(108, 1), (117, 1)]"
8109,delicada,"[(108, 1)]"
8110,frequentadora,"[(108, 1)]"
8111,bailes,"[(108, 1), (118, 3)]"
8112,funks,"[(108, 1), (118, 1)]"
8113,chamasse,"[(108, 1)]"
8114,cachorra,"[(108, 1)]"
8115,banda,"[(108, 1)]"
8116,popularizou,"[(108, 1)]"
8117,propõe,"[(108, 1)]"
8118,comporta,"[(108, 1), (133, 1)]"
8119,docilmente,"[(108, 1)]"
8120,pertinente,"[(108, 1)]"
8121,ex-senador,"[(108, 1)]"
8122,requião,"[(108, 2)]"
8123,temo,"[(108, 1)]"
8124,conterrâneo,"[(108, 1)]"
8125,álvaro,"[(108, 3)]"
8126,abandonou,"[(108, 1), (122, 1)]"
8127,plenário,"[(108, 1)]"
8128,xingou,"[(108, 1)]"
8129,irritar,"[(108, 1)]"
8130,gatos,"[(108, 1)]"
8131,pingados,"[(108, 1)]"
8132,apareceram,"[(108, 1)]"
8133,acham,"[(108, 1)]"
8134,experientes,"[(108, 1)]"
8135,tigrões,"[(108, 1)]"
8136,queriam,"[(108, 1), (110, 1)]"
8137,ausente,"[(108, 1)]"
8138,tantos,"[(108, 1), (119, 1)]"
8139,querer,"[(108, 1)]"
8140,culpar,"[(108, 1)]"
8141,movem,"[(108, 1)]"
8142,máquina,"[(108, 1), (124, 1)]"
8143,encomenda,"[(108, 2)]"
8144,mentem,"[(108, 1)]"
8145,proporcionará,"[(108, 1)]"
8146,espetaculares,"[(108, 1)]"
8147,àqueles,"[(108, 1)]"
8148,apostam,"[(108, 1)]"
8149,sonegam,"[(108, 1)]"
8150,ontem,"[(108, 1), (111, 1), (122, 1), (127, 1), (138, 1)]"
8151,arriscar,"[(108, 1), (133, 1)]"
8152,dessas,"[(108, 1), (120, 3), (129, 1)]"
8153,gudes,"[(108, 1)]"
8154,ofensiva,"[(108, 1)]"
8155,sobreviver,"[(108, 1)]"
8156,entrem,"[(108, 1)]"
8157,responsa,"[(108, 1)]"
8158,continuará,"[(108, 1)]"
8159,thutchuca,"[(108, 1)]"
8160,investigativa,"[(109, 1)]"
8161,ultradireita,"[(109, 7)]"
8162,infiltrarem,"[(109, 1)]"
8163,coletes,"[(109, 12)]"
8164,amarelos,"[(109, 12)]"
8165,apurados,"[(109, 1)]"
8166,cobiçado,"[(109, 1)]"
8167,descrevendo,"[(109, 1)]"
8168,tomam,"[(109, 1)]"
8169,alain,"[(109, 1)]"
8170,soral,"[(109, 1)]"
8171,reconciliação,"[(109, 1)]"
8172,hervé,"[(109, 1)]"
8173,ryssen,"[(109, 3)]"
8174,obras,"[(109, 1), (126, 2), (129, 1)]"
8175,antissemitas,"[(109, 1)]"
8176,yvan,"[(109, 2)]"
8177,benedetti,"[(109, 4)]"
8178,ex-frente,"[(109, 1)]"
8179,dissolvido,"[(109, 1)]"
8180,relata,"[(109, 1)]"
8181,colete,"[(109, 2)]"
8182,amarelo,"[(109, 2)]"
8183,costas,"[(109, 2), (121, 1), (139, 1)]"
8184,devemos,"[(109, 1)]"
8185,apropriar,"[(109, 1)]"
8186,revoltas,"[(109, 1)]"
8187,estéreis,"[(109, 1)]"
8188,revoluções,"[(109, 1)]"
8189,salvam,"[(109, 1)]"
8190,voltamos,"[(109, 1)]"
8191,radical,"[(109, 4), (126, 1)]"
8192,info,"[(109, 2)]"
8193,palestrantes,"[(109, 1)]"
8194,acrescentaram,"[(109, 1)]"
8195,prontos,"[(109, 1)]"
8196,morrer,"[(109, 1)]"
8197,derrubar,"[(109, 1), (118, 1)]"
8198,começo,"[(109, 1), (126, 1)]"
8199,discretamente,"[(109, 1)]"
8200,destacaram,"[(109, 1)]"
8201,atacando,"[(109, 1)]"
8202,mantêm,"[(109, 1), (140, 1)]"
8203,regularmente,"[(109, 1)]"
8204,decisório,"[(109, 1)]"
8205,encontramos,"[(109, 1)]"
8206,victor,"[(109, 3), (137, 1)]"
8207,lenta,"[(109, 6)]"
8208,ex-soldado,"[(109, 1)]"
8209,paraquedista,"[(109, 1)]"
8210,boina,"[(109, 1)]"
8211,vermelha,"[(109, 1)]"
8212,medalhas,"[(109, 1)]"
8213,penduradas,"[(109, 1)]"
8214,anthony,"[(109, 1)]"
8215,ativista,"[(109, 1)]"
8216,bloco,"[(109, 1), (110, 1)]"
8217,identitário,"[(109, 2)]"
8218,refere-se,"[(109, 1)]"
8219,frequentemente,"[(109, 1), (126, 1)]"
8220,juventudes,"[(109, 1)]"
8221,mercenário,"[(109, 1)]"
8222,tropas,"[(109, 1)]"
8223,pró-russas,"[(109, 1)]"
8224,ucraniana,"[(109, 1)]"
8225,donbass,"[(109, 1)]"
8226,descreve-o,"[(109, 1)]"
8227,confrontos,"[(109, 2)]"
8228,manifestantes,"[(109, 2), (117, 1)]"
8229,eclodiram,"[(109, 1)]"
8230,postado,"[(109, 1)]"
8231,forçados,"[(109, 2)]"
8232,evacuar,"[(109, 1)]"
8233,jérôme,"[(109, 2)]"
8234,rodrigues,"[(109, 3)]"
8235,black,"[(109, 3)]"
8236,blocs,"[(109, 3)]"
8237,emitiram,"[(109, 1)]"
8238,empurrou,"[(109, 1)]"
8239,aceitos,"[(109, 1)]"
8240,olho,"[(109, 1), (137, 4)]"
8241,tratava,"[(109, 1)]"
8242,manipulação,"[(109, 1)]"
8243,ativistas,"[(109, 2), (118, 1), (133, 1), (141, 1)]"
8244,antifascistas,"[(109, 1), (129, 3)]"
8245,eventos,"[(109, 3), (110, 1), (111, 2)]"
8246,alvejado,"[(109, 1)]"
8247,antifas,"[(109, 1)]"
8248,geralmente,"[(109, 1)]"
8249,atacam,"[(109, 1)]"
8250,infiltrar,"[(109, 1)]"
8251,fontes,"[(109, 1)]"
8252,entrevistadas,"[(109, 1)]"
8253,veículo,"[(109, 1)]"
8254,francês,"[(109, 2)]"
8255,ideólogos,"[(109, 1)]"
8256,escala,"[(109, 1), (140, 1)]"
8257,zouaves,"[(109, 1)]"
8258,ultraviolentos,"[(109, 1)]"
8259,cercados,"[(109, 1)]"
8260,arco,"[(109, 1)]"
8261,triunfo,"[(109, 1)]"
8262,sentenciados,"[(109, 1)]"
8263,fenômeno,"[(109, 1), (118, 1), (129, 1)]"
8264,preocupadas,"[(109, 1), (122, 1)]"
8265,laurent,"[(109, 1)]"
8266,nunez,"[(109, 2)]"
8267,audicionado,"[(109, 1)]"
8268,flagelo,"[(109, 1)]"
8269,espalharem,"[(109, 1)]"
8270,disputando,"[(109, 1)]"
8271,deseja,"[(109, 1)]"
8272,anônima,"[(109, 1)]"
8273,levada,"[(109, 1)]"
8274,minimizado,"[(109, 1)]"
8275,tememos,"[(109, 1)]"
8276,meric,"[(109, 1)]"
8277,entrevistada,"[(109, 1)]"
8278,fazê-lo,"[(109, 1)]"
8279,cuja,"[(109, 1), (124, 1)]"
8280,apolítica,"[(109, 1)]"
8281,insustentável,"[(109, 1)]"
8282,determinado,"[(109, 1), (111, 1)]"
8283,estreia,"[(110, 1)]"
8284,cinemas,"[(110, 1)]"
8285,contadas,"[(110, 2)]"
8286,cinemark,"[(110, 1)]"
8287,projeção,"[(110, 1), (141, 1)]"
8288,libelo,"[(110, 1)]"
8289,revisionista,"[(110, 1)]"
8290,exibidora,"[(110, 1)]"
8291,político-partidárias,"[(110, 1)]"
8292,cunho,"[(110, 1)]"
8293,alega,"[(110, 1), (123, 1)]"
8294,procedimento,"[(110, 1)]"
8295,prévio,"[(110, 1)]"
8296,permitindo,"[(110, 1)]"
8297,púbicas,"[(110, 1)]"
8298,promovendo,"[(110, 1)]"
8299,egundo,"[(110, 1)]"
8300,produtora,"[(110, 1), (141, 1)]"
8301,gaúchos,"[(110, 1)]"
8302,cabelo,"[(110, 1)]"
8303,estrela,"[(110, 1)]"
8304,dentes,"[(110, 1)]"
8305,fita,"[(110, 1)]"
8306,realizadores,"[(110, 1)]"
8307,orgulham,"[(110, 1)]"
8308,tcheca,"[(110, 1)]"
8309,vasculhar,"[(110, 1)]"
8310,soviético,"[(110, 1)]"
8311,indigentes,"[(110, 1)]"
8312,mentais,"[(110, 1)]"
8313,furor,"[(110, 1)]"
8314,reproduzo,"[(110, 1)]"
8315,hoeschl,"[(110, 1)]"
8316,participado,"[(110, 1)]"
8317,testes,"[(110, 1)]"
8318,tse,"[(110, 1)]"
8319,códigos-fonte,"[(110, 1)]"
8320,providenciasse,"[(111, 1)]"
8321,devidas,"[(111, 1), (124, 1), (142, 1)]"
8322,surtindo,"[(111, 1)]"
8323,promovam,"[(111, 1)]"
8324,celebrações,"[(111, 1)]"
8325,probleminhas,"[(111, 1)]"
8326,jurista,"[(111, 2), (125, 1)]"
8327,vozes,"[(111, 1), (117, 1)]"
8328,determinar,"[(111, 1)]"
8329,ressalva,"[(111, 1)]"
8330,reexaminar,"[(111, 2)]"
8331,fundamentada,"[(111, 2)]"
8332,terça,"[(111, 1), (134, 1)]"
8333,vladimir,"[(111, 1)]"
8334,liminar,"[(111, 1), (141, 1), (142, 1)]"
8335,ciente,"[(111, 1)]"
8336,repercussões,"[(111, 1)]"
8337,negativas,"[(111, 1)]"
8338,festejos,"[(111, 1)]"
8339,rememorar,"[(111, 1), (142, 1)]"
8340,perplexo,"[(111, 2)]"
8341,elegê-lo,"[(111, 1)]"
8342,sucessivos,"[(111, 2)]"
8343,comprovaram,"[(111, 2)]"
